PLAN,ISIN,VALOR,CUPON,FEC_VTO,VC_ACTUAL,NOM,TYPEB,SECTOR,RATING,VM,CUPON_CORRIDO,CALL,TIPO_PRODUCTO,TIR_MDO,DUR,TirContable,Frecuencia,PRECIO,EMISOR,PAIS,TIPO_CUPON,SENIORITY
u104,XS0452187916,ENEL_FIN 5% 14/09/2022,5.00,9/14/2022,"1,715,902.27","1,700,000.00",B,CBA,BBB+,1850501,25150.68,N,40,0.63,1.656,4.40,1.00,108.85,ENEL FINANCE INTL NV,NL,Fixed excl,SENIOR UNSECURED
u104,XS0975634204,BEI 3% 14/10/2033,3.00,10/14/2033,"7,977,892.83","8,000,000.00",B,BD9,AAA,11293040,51287.67,N,40,-0.14,11.11,3.03,1.00,141.16,European Investment Bank,LU,Fixed excl,SENIOR UNSECURED
u104,XS0998945041,"MRDGF 4,5% 04/12/2023",4.50,12/4/2023,"998,795.54","1,000,000.00",B,CBZ,BBB-,1125030,3328.77,N,40,0.31,2.806,4.54,1.00,112.50,MADRIDLENA RED DE GAS FIN,ES,Fixed excl,SENIOR UNSECURED
u104,IT0004532559,BTPS 5% 01/09/2040,5.00,9/1/2040,"7,068,606.55","6,000,000.00",B,A99,BBB-,10071600,100276.24,N,40,1.21,14.753,3.75,2.00,167.86,Italian Republic,IT,Fixed excl,SENIOR UNSECURED
u104,XS1148073205,repsol 2.25% 10/12/2026,2.25,12/10/2026,"4,102,277.31","4,000,000.00",B,CAE,BBB,4533480,5178.08,N,40,0.03,5.649,1.79,1.00,113.34,Repsol International Finance BV,NL,Fixed excl,SENIOR UNSECURED
u104,XS1150695192,"VLVY 4,85 10/03/78",4.85,3/10/2078,"1,522,473.04","1,500,000.00",B,CAC,BBB,1625670,58997.26,Y,40,2.73,2.06,4.11,1.00,108.38,Volvo Treasury AB,SE,Fixed excl,SUBORDINATED JUNIOR
u104,IT0003934657,BTPS 4 01/02/37,4.00,2/1/2037,"898,676.06","750,000.00",B,A99,BBB-,1084485,12391.3,N,40,1.09,12.899,2.51,2.00,144.60,Italian Republic,IT,Fixed excl,SENIOR UNSECURED
u104,ES00000127A2,"ESTADO 1,95 07/30",1.95,7/30/2030,"3,491,212.77","3,500,000.00",B,A99,BBB+,4152120,28795.89,N,40,0.08,8.854,1.98,1.00,118.63,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u104,FR0010891317,"EDF 4,625 26/04/30",4.63,4/26/2030,"4,770,315.91","4,000,000.00",B,BAB,A-,5612440,126205.48,N,40,0.53,7.913,2.30,1.00,140.31,EDF SA,FR,Fixed excl,SENIOR UNSECURED
u104,BE0000320292,"BELGIUM KINGDOM 4,25 28/03/2041",4.25,3/28/2041,"4,311,082.28","3,000,000.00",B,A99,AA-,5462040,97109.59,N,40,0.25,15.479,1.68,1.00,182.07,Kingdom of Belgium,BE,Fixed excl,SENIOR UNSECURED
u104,FR0010961581,"EDF 4,5 12/11/2040",4.50,11/12/2040,"1,321,386.71","1,000,000.00",B,BAB,A-,1640670,6041.1,N,40,0.97,15.322,2.44,1.00,164.07,EDF SA,FR,Fixed excl,SENIOR UNSECURED
u104,XS0553728709,"DTEL 4,5 28/10/2030",4.50,10/28/2030,"619,875.16","510,000.00",B,CAH,BBB+,715269.9,4024.11,N,40,0.40,8.443,2.06,1.00,140.25,Deutsche Telekom Int Finance BV,NL,Fixed excl,SENIOR UNSECURED
u104,ES0413679327,"BKT 1,0 05/02/2025",1.00,2/5/2025,"4,171,774.44","4,100,000.00",B,DDA,AA+,4322999,36967.21,N,40,-0.10,4.005,0.57,1.00,105.44,Bankinter SA,ES,Fixed excl,SENIOR SECURED
u104,BE0000335449,"BGB 1,0 22/06/2031",1.00,6/22/2031,"2,807,492.91","3,000,000.00",B,A99,AA-,3422700,15780.82,N,40,-0.27,9.988,1.67,1.00,114.09,Kingdom of Belgium,BE,Fixed excl,SENIOR UNSECURED
u104,XS1152338072,"MRKGR 2,625 12/12/2074",2.63,6/12/2021,"2,523,734.25","2,500,000.00",B,CAD,BBB-,2520950,36318.49,N,40,3.96,0.449,0.48,1.00,100.84,Merk KGAA,DE,Fixed excl,SUBORDINATED JUNIOR
u104,ES0224261042,"CORES 1,5% 27.11.2022",1.50,11/27/2022,"998,000.64","1,000,000.00",B,BAC,A-,1034700,1397.26,N,40,-0.24,1.892,1.60,1.00,103.47,Cores,ES,Fixed excl,SENIOR UNSECURED
u104,IT0005156044,"INTESA SAN PAOLO SPA 1,375% 18.12.2025",1.38,12/18/2025,"2,988,563.81","3,000,000.00",B,DDA,AA-,3268800,1469.18,N,40,-0.40,4.837,1.46,1.00,108.96,Intesa Sanpaolo SpA,IT,Fixed excl,SENIOR SECURED
u104,ES00000127Z9,"SPGB 1,95% 30.04.2026",1.95,4/30/2026,"12,203,246.06","12,090,000.00",B,A99,BBB+,13621319.4,158246.51,N,40,-0.17,5.071,1.76,1.00,112.67,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u104,ES0413320062,"DEUTSCHE_ESPAﾑOLA 1,125% 20.01.2023",1.13,1/20/2023,"998,399.22","1,000,000.00",B,DDA,AA+,1029560,10635.25,N,40,0.20,2.02,1.20,1.00,102.96,DEUTSCHE BANK S.A. ESPANOLA,ES,Fixed excl,SENIOR SECURED
u104,XS1369649170,"MRDGF 3,5 03/03/2031",3.50,3/3/2031,"4,003,689.09","4,000,000.00",B,CBZ,BBB-,5044264.28,116219.18,N,40,1.08,8.796,3.49,1.00,126.11,MADRIDLENA RED DE GAS FIN,ES,Fixed excl,SENIOR UNSECURED
u104,XS1372839214,"VODAFONE GROUP PLC 2,2% 25.08.2026",2.20,8/25/2026,"3,480,304.37","3,500,000.00",B,CAH,BBB,3917760,27002.74,N,40,0.21,5.362,2.31,1.00,111.94,Vodafone group PLC,GB,Fixed excl,SENIOR UNSECURED
u104,ES00000128C6,"ESTADO 2,9% 31.10.2046",2.90,10/31/2046,"4,147,999.58","4,000,000.00",B,A99,BBB+,5994800,19386.3,N,40,0.78,20.408,2.70,1.00,149.87,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u104,BE6285457519,"ANHEUSER-BUSCH  2,75% 17/03/2036",2.75,3/17/2036,"9,892,438.39","10,000,000.00",B,CAD,BBB+,12567800,217739.73,N,40,1.07,12.915,2.84,1.00,125.68, ANHEUSER-BUSCH INBEV SA,BE,Fixed excl,SENIOR UNSECURED
u104,XS1412266907,"JOHNSON & JOHNSON 1,65% 20/05/2035",1.65,2/20/2035,"2,265,274.82","2,000,000.00",B,CAD,AAA,2446820,20342.47,N,40,0.13,12.794,0.66,1.00,122.34,Johnson & Johnson,US,Fixed excl,SENIOR UNSECURED
u104,XS1476654584,"SHELL 0,75% 15/08/2028",0.75,8/15/2028,"1,921,134.01","2,000,000.00",B,CAE,AA-,2104660,5671.23,N,40,0.10,7.432,1.30,1.00,105.23,Shell International Finance BV,NL,Fixed excl,SENIOR UNSECURED
u104,XS1513062411,"MERCK & CO 1,375% 02/11/2036",1.38,8/2/2036,"497,057.98","500,000.00",B,CAD,A+,575705,1111.3,N,40,0.39,14.276,1.42,1.00,115.14,MERCK & CO INC,US,Fixed excl,SENIOR UNSECURED
u104,ES00000128P8,"ESTADO 1,5% 30/04/2027",1.50,4/30/2027,"4,956,387.30","5,000,000.00",B,A99,BBB+,5581700,50342.47,N,40,-0.17,6.048,1.65,1.00,111.63,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u104,XS1558472129,"SNCF 1,5% 02/02/29",1.50,2/2/2029,"1,001,150.82","1,000,000.00",B,BAB,A+,1124070,13647.54,N,40,0.13,7.624,1.48,1.00,112.41,Societe Nationale des Chemins de Fer Fra,FR,Fixed excl,SENIOR UNSECURED
u104,XS1588061777,"SNCF 1,875% 30/03/34",1.88,3/30/2034,"2,991,118.92","3,000,000.00",B,BAB,AA,3682230,42534.25,N,40,0.24,11.899,1.90,1.00,122.74,Societe Nationale des Chemins de Fer Fra,FR,Fixed excl,SENIOR UNSECURED
u104,XS1585010074,"NOVART 1,125% 30/09/27",1.13,6/30/2027,"4,996,198.12","5,000,000.00",B,CAD,AA-,5432000,14178.08,N,40,-0.15,6.295,1.14,1.00,108.64,Novartis Finance SA,LU,Fixed excl,SENIOR UNSECURED
u104,EU000A1G0DT0,EFSF 1.25% 24/05/33,1.25,5/24/2033,"3,273,952.53","3,300,000.00",B,BD9,AA,3924690,24976.03,N,40,-0.20,11.564,1.32,1.00,118.93,European Financial Stability F,LU,Fixed excl,SENIOR UNSECURED
u104,IT0005177909,BTP 2.25% 01/09/36,2.25,9/1/2036,"947,349.48","1,000,000.00",B,A99,BBB-,1191530,7520.72,N,40,0.98,13.613,2.68,2.00,119.15,Italian Republic,IT,Fixed excl,SENIOR UNSECURED
u104,ES0440609347,CABKSM 1.625%  14/07/32,1.63,7/14/2032,"990,309.40","1,000,000.00",B,DDA,AA,1190970,7568.49,N,40,0.03,10.647,1.72,1.00,119.10,Caja de Ahorros y Pensiones de Barcelona,ES,Fixed excl,SENIOR SECURED
u104,ES00000124H4,"SPGB 5,15% 31/10/44",5.15,10/31/2044,"17,621,107.51","10,302,000.00",B,A99,BBB+,20363963.4,88667.76,N,40,0.72,17.415,1.56,1.00,197.67,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u104,ES00000127G9,"SPGB 2,15% 31/10/2025",2.15,10/31/2025,"2,748,544.98","2,600,000.00",B,A99,BBB+,2928302,9342.19,N,40,-0.36,4.641,0.94,1.00,112.63,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u104,XS1756367147,KUNTA 1.25% 23.02.2033,1.25,2/23/2033,"2,192,531.24","2,150,000.00",B,BAB,AA+,2510834.5,22909.84,N,40,-0.04,11.319,1.08,1.00,116.78,Municipality Finance PLC,FI,Fixed excl,SENIOR UNSECURED
u104,XS1951084638,SVEGNO 0.5 12/02/2026,0.50,2/12/2026,"1,997,870.91","2,000,000.00",B,DDA,AAA,2091020,8825.14,N,40,-0.30,5.046,0.52,1.00,104.55,Sparebanken Vest Boligkreditt SA,NO,Fixed excl,SENIOR SECURED
u104,ES0000012E69,"SPGB 1,85 30/07/2035",1.85,7/30/2035,"23,777,171.59","19,958,000.00",B,A99,A-,24176123.3,155781.76,N,40,0.41,13.057,0.49,1.00,121.14,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u104,XS1958646082,"COLGATE 0,5 06/03/2026",0.50,3/6/2026,"2,018,195.39","2,000,000.00",B,CAD,AA-,2071560,8219.18,N,40,-0.11,5.106,0.32,1.00,103.58,COLGATE-PALMOLIVE CO,US,Fixed excl,SENIOR UNSECURED
u104,FR0013412343,"BPCE 1,0% 01/04/2025",1.00,4/1/2025,"2,996,639.09","3,000,000.00",B,CCA,A-,3117660,22520.55,N,40,0.25,4.155,1.03,1.00,103.92,BPCE SA,FR,Fixed excl,SENIOR UNSECURED
u104,ES0305045009,"CRITERIA CAIXA SA 1,375% 10/04/2024",1.38,4/10/2024,"797,142.80","800,000.00",B,CCC,BBB,832520,7986.3,N,40,0.43,3.197,1.49,1.00,104.07,CRITERIA CAIXA,ES,Fixed excl,SENIOR UNSECURED
u104,XS2049616894,SIEMENS FINANCIERINGSMAT 0.5% 05/09/2034,0.50,9/5/2034,"1,006,188.06","1,000,000.00",B,CAB,A+,1047420,1602.74,N,40,0.16,13.259,0.45,1.00,104.74,Siemens Financierings. NV,NL,Fixed excl,SENIOR UNSECURED
u104,FR0013409851,"SANFP 1,25% 21/03/2034",1.25,3/21/2034,"2,210,856.80","2,000,000.00",B,CAD,A+,2312720,19520.55,N,40,0.13,12.257,0.43,1.00,115.64,SANOFI,FR,Fixed excl,SENIOR UNSECURED
u104,XS2102380776,"DBAHN 0,75% 16/07/2035",0.75,7/16/2035,"5,195,529.63","5,000,000.00",B,CAG,AA,5368600,17260.27,N,40,0.26,13.834,0.47,1.00,107.37,Deutsche Bahn Finance BV,DE,Fixed excl,SENIOR UNSECURED
u104,FR0013480514,"CRH 0,25% 07/02/2035",0.25,2/7/2035,"1,685,614.34","1,700,000.00",B,DDA,AAA,1774596,3808.74,N,40,-0.04,13.856,0.31,1.00,104.39,Caisse Refinancement de lHabitat,FR,Fixed excl,SENIOR SECURED
u104,IT0005094088,"BTPS 1,65% 01/03/2032",1.65,3/1/2032,"107,255.60","99,000.00",B,A99,BBB-,109943.46,546,N,40,0.67,10.299,0.87,2.00,111.05,Italian Republic,IT,Fixed excl,SENIOR UNSECURED
u104,XS2055744689,"EUROFIMA 0,15% 10/10/2034",0.15,10/10/2034,"4,008,814.12","4,000,000.00",B,BD9,AA,4030240,1347.95,N,40,0.10,13.647,0.13,1.00,100.76,Eurofima,CH,Fixed excl,SENIOR UNSECURED
u104,XS2275029085,"IREN SPA 0,25% 17/01/2031",0.25,10/17/2030,"1,000,300.37","1,010,000.00",B,CBA,BBB,996395.3,96.58,N,40,0.39,9.692,0.35,1.00,98.65,IREN S.P.A,IT,Fixed excl,SENIOR UNSECURED
u104,XS0053792700,INT BK RECON&DEV  0%  28/10/2024,0.00,10/28/2024,"4,181,906.74","5,112,918.81",B,BD9,AAA,5206188.57,0,N,42,-0.47,3.825,5.39,0.00,101.82,International Bank for Rec&Dev,US,Zero bonds,SENIOR UNSECURED
u104,XS0056190688,INTL BK RECON & DEVELOP  0%  10/03/2025,0.00,3/10/2025,"302,842.70","383,468.91",B,BD9,AAA,391485.48,0,N,42,-0.49,4.189,5.79,0.00,102.09,International Bank for Rec&Dev,US,Zero bonds,SENIOR UNSECURED
u104,ES0000012775,BON Y OBLIG ESTADO STRIP  0%  30/07/2032,0.00,7/30/2032,"152,293.78","200,000.00",B,A99,A-,196136.17,0,N,42,0.17,11.584,2.38,0.00,98.07,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u104,ES0000012593,BON Y OBLI EST PRINCIPAL  0%  30/07/2032,0.00,7/30/2032,"660,169.99","1,300,000.00",B,A99,A-,1274885.12,0,N,42,0.17,11.584,6.03,0.00,98.07,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u104,DE0001143303,BUNDESREPUB. DEUTSCHLAND  0%  04/07/2027,0.00,7/4/2027,"3,872,895.76","5,100,000.00",B,A99,AAA,5348873.12,0,N,42,-0.73,6.51,4.32,0.00,104.88,Federal Republic of Germany,DE,Zero bonds,SENIOR UNSECURED
u104,FR0010070102,FRANCE O.A.T. STRIP  0%  25/04/2031,0.00,4/25/2031,"7,370,290.99","11,375,000.00",B,A99,AA,11807172.99,0,N,42,-0.36,10.318,4.30,0.00,103.80,French Republic,FR,Zero bonds,SENIOR UNSECURED
u104,XS0083662923,EUROPEAN BK RECON & DEV  0%  04/02/2048,0.00,2/4/2048,"3,368,840.20","16,531,785.34",B,BD9,AAA,5357355.66,0,Y,42,-0.01,7.096,6.75,0.00,32.41,European Bank for Recon & Development,GB,Zero bonds,SENIOR UNSECURED
u104,ES0000011876,BON Y OBLI EST PRINCIPAL  0%  31/01/2029,0.00,1/31/2029,"1,897,081.89","2,700,000.00",B,A99,A-,2727283.58,0,N,42,-0.12,8.088,4.46,0.00,101.01,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u104,IT0006527078,EUROPEAN BK RECON & DEV  0%  05/02/2024,0.00,2/5/2024,"2,433,064.16","1,400,000.00",B,BD9,AAA,2785930,0,N,42,0.16,3.096,4.64,0.00,199.00,European Bank for Recon & Development,GB,Zero bonds,SENIOR UNSECURED
u104,ES00000120O8,BON Y OBLI EST PRINCIPAL  0%  30/07/2040,0.00,7/30/2040,"12,056,715.74","14,000,000.00",B,A99,A-,12044340,0,N,42,0.77,19.589,0.77,0.00,86.03,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u104,ES00000120T7,"STRIP ""0"" 07/37",0.00,7/30/2037,"463,547.21","520,000.00",B,A99,A-,482275.87,0,N,42,0.46,16.586,0.70,0.00,92.75,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u104,ES00000120Q3,"STRIP ""0"" 07/34",0.00,7/30/2034,"10,488,785.23","14,900,000.00",B,A99,A-,14275995,0,N,42,0.32,13.586,2.62,0.00,95.81,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u104,ES00000120P5,"STRIP ""0"" 07/33",0.00,7/30/2033,"9,506,162.80","13,000,000.00",B,A99,A-,12602672.81,0,N,42,0.25,12.589,2.52,0.00,96.94,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u104,ES00000120R1,"STRIP ""0"" 07/35",0.00,7/30/2035,"4,710,322.11","7,000,000.00",B,A99,A-,6624617.58,0,N,42,0.38,14.584,2.75,0.00,94.64,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u104,ES00000120S9,"STRIP ""0"" 07/36",0.00,7/30/2036,"4,869,435.49","7,500,000.00",B,A99,A-,7031427,0,N,42,0.41,15.586,2.81,0.00,93.75,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u104,ES00000122U1,"STRIP""0"" 07/25",0.00,7/30/2025,"618,388.82","800,000.00",B,A99,A-,813480,0,N,42,-0.36,4.578,5.79,0.00,101.69,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u104,ES00000126M9,"SGLT ""0"" 31.10.2036",0.00,10/31/2036,"3,234,551.04","5,000,000.00",B,A99,A-,4676486.05,0,N,42,0.42,15.841,2.79,0.00,93.53,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u104,ES00000126L1,"SGLT ""0"" 31.10.2035",0.00,10/31/2035,"3,683,285.90","5,442,000.00",B,A99,A-,5137777.62,0,N,42,0.39,14.838,2.67,0.00,94.41,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u104,ES0000012999,"SGLT ""0"" 31.01.2035",0.00,1/31/2035,"2,993,241.00","4,284,000.00",B,A99,A-,4079477.34,0,N,42,0.35,14.09,2.58,0.00,95.23,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u104,ES0000012981,"STRIP""0"" 31/01/2034",0.00,1/31/2034,"2,862,568.20","4,000,000.00",B,A99,A-,3855183.88,0,N,42,0.28,13.09,2.59,0.00,96.38,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u104,XS1380416112,"AUSOL 3,75% 30/12/2045",3.75,12/30/2045,"7,864,619.33","7,859,482.51",B,CAG,,9086284.78,809.7,N,46,2.46,12.939,3.77,2.00,115.61,Autopista del Sol Concesionaria Espanola,ES,Infrastruc,
u104,XS1435866931,"VELA 3,195% 30/06/2036",3.20,6/30/2036,"3,834,438.54","3,825,600.00",B,CAE,,4064729.46,1059.42,N,46,2.33,7.554,3.20,2.00,106.25,Vela Energy Finance SA,LU,Infrastruc,
u105,,Fiduciary depositJP_MORGAN25.12.2041,0.00,12/25/2041,"3,827,548.75","6,259,733.57",B,CCA,A,5863865.63,0,,54AL01,0.70,9.48,5.99,,0.00,JP Morgan Chase Bank NA,US,Zero bonds,SENIOR UNSECURED
u105,,Fiduciary depositJP_MORGAN25.08.2033,0.00,8/25/2033,"833,740.50","1,284,592.00",B,CCA,A,1226831.83,0,,54AL01,0.51,9.145,5.11,,0.00,JP Morgan Chase Bank NA,US,Zero bonds,SENIOR UNSECURED
u105,ES0000011868,ESTADO6%E/01-29,6.00,1/31/2029,"1,667,652.21","1,500,000.00",B,A99,BBB+,2247000,82377.05,N,40,0.42,6.702,4.33,1.00,149.80,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u105,ES0000012411,"ESTADO 5,75% 07/32",5.75,7/30/2032,"12,405,525.68","10,800,000.00",B,A99,BBB+,17756820,262010.96,N,40,0.30,9.348,4.11,1.00,164.42,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u105,FR0011337880,"FRANCE 2,25% 25/10/2022",2.25,10/25/2022,"1,401,244.55","1,400,000.00",B,A99,AA,1475810,5782.19,N,40,-0.48,1.792,2.20,1.00,105.42,French Republic,FR,Fixed excl,SENIOR UNSECURED
u105,FR0011059088,Francia 3.25 25/10/2021,3.25,10/25/2021,"2,019,522.14","2,000,000.00",B,A99,AA,2062740,11931.51,N,40,0.13,0.814,2.03,1.00,103.14,French Republic,FR,Fixed excl,SENIOR UNSECURED
u105,FR0011388339,"CRH 2,4% 17/01/2025",2.40,1/17/2025,"994,463.55","1,000,000.00",B,DDA,AAA,1117260,22885.25,N,40,0.06,3.835,2.55,1.00,111.73,Caisse Refinancement de lHabitat,FR,Fixed excl,SENIOR SECURED
u105,FR0011333186,"CAISSE AMORT DET 2,5% 25/10/2022",2.50,10/25/2022,"501,881.47","500,000.00",B,BAA,AA,527605,2294.52,N,40,-0.28,1.79,2.28,1.00,105.52,Caisse dAmortissement Dette Sociale,FR,Fixed excl,SENIOR UNSECURED
u105,DE000A1UDWM7,"SIEMENS FINANCIERNGSMAT 1,75% 03/21",1.75,3/12/2021,"999,824.06","1,000,000.00",B,CAB,A+,1002770,14095.89,N,40,7.78,0.192,1.83,1.00,100.28,Siemens Financierings. NV,NL,Fixed excl,SENIOR UNSECURED
u105,XS0914294979,"SNAM SPA 3,375 29/01/2021",3.38,1/29/2021,"1,000,098.43","1,000,000.00",B,CBB,BBB+,1002220,31075.82,N,40,47.84,0.077,3.20,1.00,100.22,SNAM SPA,IT,Fixed excl,SENIOR UNSECURED
u105,XS0975256685,"REPSOL 3,625% 07/10/2021",3.63,10/7/2021,"1,743,860.21","1,700,000.00",B,CAE,BBB,1750167,14351.03,N,40,0.85,0.764,0.25,1.00,102.95,Repsol International Finance BV,NL,Fixed excl,SENIOR UNSECURED
u105,IT0004992787,ISPIM 3.25% 10/02/2026,3.25,2/10/2026,"2,795,260.26","2,500,000.00",B,DDA,AA-,2974200,72148.22,N,40,0.09,4.71,0.88,1.00,118.97,Intesa Sanpaolo SpA,IT,Fixed excl,SENIOR SECURED
u105,XS0999667263,"TKAAV 3,125 03/12/21",3.13,12/3/2021,"6,668,699.55","6,497,000.00",B,CAH,BBB+,6698471.97,15575,N,40,0.03,0.921,0.26,1.00,103.10,Telekom Finanzmanagement GmbH,AT,Fixed excl,SENIOR UNSECURED
u105,XS1190973559,"BP CAP1,109 02/2023",1.11,2/16/2023,"1,013,398.74","1,000,000.00",B,CAE,A,1028920,9665.87,N,40,0.20,2.094,0.47,1.00,102.89,BP CAPITAL MARKETS PLC,GB,Fixed excl,SENIOR UNSECURED
u105,DE0001135325,"DBR 4,25 07/39",4.25,7/4/2039,"934,907.14","569,000.00",B,A99,AAA,1073555.06,11925.62,N,40,-0.29,14.453,0.58,1.00,188.67,Federal Republic of Germany,DE,Fixed excl,SENIOR UNSECURED
u105,XS1048519679,"TOTAL 2,5 25/03/26",2.50,3/25/2026,"2,175,021.05","2,000,000.00",B,CAE,AA-,2285540,38493.15,N,40,0.13,4.909,0.79,1.00,114.28,Total Capital SA,FR,Fixed excl,SENIOR UNSECURED
u105,XS1169630602,"CREDIT AG. 0,875 19/01/22",0.88,1/19/2022,"2,616,484.61","2,600,000.00",B,CCA,AA-,2636114,21568.99,N,40,0.34,1.041,0.27,1.00,101.39,Credit Agricole SA/London,GB,Fixed excl,SENIOR UNSECURED
u105,ES0205032008,"FERRO 2,5 15/07/2024",2.50,7/15/2024,"4,623,462.79","4,400,000.00",B,CAZ,BBB,4781216,50931.51,N,40,0.36,3.402,1.03,1.00,108.66,FERROVIAL EMISIONES,ES,Fixed excl,SENIOR UNSECURED
u105,XS1109741246,"SKY 1,5 15/09/2021",1.50,9/15/2021,"1,007,059.25","1,000,000.00",B,CAH,A-,1012540,4397.26,N,40,0.34,0.704,0.50,1.00,101.25,SKY PLC,GB,Fixed excl,SENIOR UNSECURED
u105,XS0951565091,"ENI 3,25 10/07/2023",3.25,7/10/2023,"1,599,104.22","1,500,000.00",B,CAE,A-,1630875,23239.73,N,40,0.39,2.433,0.60,1.00,108.73,ENI SpA,IT,Fixed excl,SENIOR UNSECURED
u105,XS1069521083,"CREDIT AGRICOLE LN 2,375 20/05/2024",2.38,5/20/2024,"1,582,917.70","1,500,000.00",B,CCA,AA-,1629345,21960.62,N,40,0.25,3.255,0.71,1.00,108.62,Credit Agricole SA/London,GB,Fixed excl,SENIOR UNSECURED
u105,XS1135277140,"SHELL 1,625 20/01/2027",1.63,1/20/2027,"1,559,160.96","1,500,000.00",B,CAE,AA-,1652565,23043.03,N,40,0.19,5.753,0.95,1.00,110.17,Shell International Finance BV,NL,Fixed excl,SENIOR UNSECURED
u105,XS1322048619,"AMADEUS CAP MARKT 1,625% 17/11/2021",1.63,8/17/2021,"1,412,317.89","1,400,000.00",B,CAF,BBB-,1414462,2742.47,N,40,0.29,0.625,0.22,1.00,101.03,AMADEUS IT SA,ES,Fixed excl,SENIOR UNSECURED
u105,ES0413320062,"DEUTSCHE_ESPAﾑOLA 1,125% 20.01.2023",1.13,1/20/2023,"998,399.22","1,000,000.00",B,DDA,AA+,1029560,10635.25,N,40,0.20,2.02,1.20,1.00,102.96,DEUTSCHE BANK S.A. ESPANOLA,ES,Fixed excl,SENIOR SECURED
u105,XS1443997223,"TOTAL 0,25% 12/07/2023",0.25,7/12/2023,"1,993,177.87","2,000,000.00",B,CAE,AA-,2027880,2356.16,N,40,-0.25,2.519,0.39,1.00,101.39,Total Capital SA,FR,Fixed excl,SENIOR UNSECURED
u105,IT0005212987,"UCIM 0,375% 31/10/2026",0.38,10/31/2026,"2,485,548.68","2,500,000.00",B,DDA,AA-,2579475,1566.78,N,40,-0.16,5.784,0.48,1.00,103.18,UniCredit SpA,IT,Fixed excl,SENIOR SECURED
u105,XS1581375182,"A2A 1,25% 16/03/24",1.25,3/16/2024,"4,020,896.06","4,000,000.00",B,BAB,BBB,4173240,39726.03,N,40,0.20,3.14,1.08,1.00,104.33,A2A SpA,IT,Fixed excl,SENIOR UNSECURED
u105,FR0013283371,"RCI 0,75% 26/09/22",0.75,6/26/2022,"1,199,300.95","1,200,000.00",B,CAC,BBB,1211748,2367.12,N,40,0.22,1.479,0.79,1.00,100.98,RCI BANQUE SA,FR,Fixed excl,SENIOR UNSECURED
u105,XS1584041252,BNP PARIBAS IV 22/09/22,0.31,9/22/2022,"3,731,033.56","3,700,000.00",B,CCA,A-,3744437,289.52,N,41,-0.37,0.222,-0.17,4.00,101.20,BNP Paribas,FR,Floater (v,SENIOR UNSECURED
u105,XS1586146851,SOCGEN IV 01/04/22,0.35,4/1/2022,"4,022,068.21","4,000,000.00",B,CCA,BBB,4031920,3402.67,N,41,-0.26,0.011,-0.13,4.00,100.80,Societe Generale,FR,Floater (v,SENIOR UNSECURED
u105,ES0000012742,BON Y OBLIG ESTADO STRIP  0%  30/07/2029,0.00,7/30/2029,"123,931.38","175,000.00",B,A99,A-,176294.67,0,N,42,-0.09,8.581,4.10,0.00,100.74,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u105,ES0000012775,BON Y OBLIG ESTADO STRIP  0%  30/07/2032,0.00,7/30/2032,"330,189.22","550,000.00",B,A99,A-,539374.47,0,N,42,0.17,11.584,4.51,0.00,98.07,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u105,DE0001346955,RABOBANK NEDERLAND  0%  28/10/2026,0.00,10/28/2026,"2,240,571.91","2,812,105.35",B,CCA,AA-,2826833.41,0,N,42,-0.09,5.825,3.98,0.00,100.52,Rabobank Nederland NV,NL,Zero bonds,SENIOR UNSECURED
u105,ES0000012718,BON Y OBLIG ESTADO STRIP  0%  30/07/2026,0.00,7/30/2026,"240,094.79","300,000.00",B,A99,A-,306181.82,0,N,42,-0.36,5.578,4.07,0.00,102.06,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
